id,gender,masterCategory,subCategory,articleType,baseColour,season,year,usage,productDisplayName,,filename,link
52671,Men,Accessories,Watches,Watches,Navy Blue,Winter,2016,Casual,Morellato Men Navy Blue Watch,,52671.jpg,http://assets.myntassets.com/v1/images/style/properties/Morellato-Men-Navy-Blue-Watch_4ad3b02c33059d8b1b19a35669773445_images.jpg
59299,Men,Apparel,Topwear,Shirts,Blue,Fall,2012,Casual,U.S. Polo Assn. Men Striped Blue Shirt,,59299.jpg,http://assets.myntassets.com/v1/images/style/properties/US-Polo-Assn-Men-Striped-Blue-Shirt_38cb59ca2ee59260900514765132a7e9_images.jpg
49837,Women,Footwear,Flip Flops,Flip Flops,Blue,Winter,2012,Casual,iPanema Women Blue Flip Flops,,49837.jpg,http://assets.myntassets.com/v1/images/style/properties/7a1e785e8f20a59d8262680cfc1bc808_images.jpg
16733,Men,Footwear,Flip Flops,Flip Flops,Black,Fall,2011,Casual,Lotto Men Earth Black Slipper,,16733.jpg,http://assets.myntassets.com/v1/images/style/properties/c409e1086cf84af1e6f56d7899e762f8_images.jpg
7364,Men,Footwear,Shoes,Casual Shoes,Brown,Winter,2018,Casual,Red Tape Men's Brown casual Shoe,,7364.jpg,http://assets.myntassets.com/v1/images/style/properties/e1f82da932e688fe0f59740369c59b97_images.jpg
34463,Unisex,Accessories,Bags,Backpacks,Black,Summer,2012,Casual,ADIDAS Unisex Black Backpack,,34463.jpg,http://assets.myntassets.com/v1/images/style/properties/45f5e0f8c40e5d991b01139350eeb058_images.jpg
47191,Men,Footwear,Shoes,Formal Shoes,Black,Summer,2012,Formal,Franco Leone Men Black Formal Shoes,,47191.jpg,http://assets.myntassets.com/v1/images/style/properties/81cf8c19e59aa21dd516d55a44f49a35_images.jpg
27848,Women,Apparel,Topwear,Tshirts,Navy Blue,Summer,2012,Casual,Scullers For Her Navy Blue T-shirt,,27848.jpg,http://assets.myntassets.com/v1/images/style/properties/Scullers-For-Her-Navy-Blue-T-shirt_56f07e32d99ec5e5474b65264e544103_images.jpg
31111,Boys,Apparel,Bottomwear,Jeans,Black,Summer,2012,Casual,Gini and Jony Boys Solid Black Jeans,,31111.jpg,http://assets.myntassets.com/v1/images/style/properties/50aba4c7dbee879034bee18e8fa647f1_images.jpg
55454,Women,Personal Care,Lips,Lipstick,Burgundy,Spring,2017,Casual,Revlon Velvet Touch Royal Burgundy Lipstick 96,,55454.jpg,http://assets.myntassets.com/v1/images/style/properties/Revlon-Velvet-Touch-Royal-Burgundy-Lipstick-96_8364f7651072ddedacc16a8acad52be2_images.jpg
12393,Men,Accessories,Socks,Socks,Black,Summer,2016,Formal,Reid & Taylor Men Solid Black Socks,,12393.jpg,http://assets.myntassets.com/v1/images/style/properties/c569d8aaa255bdb321a512effb457855_images.jpg
13241,Men,Apparel,Topwear,Jackets,White,Fall,2011,Casual,Palm Tree Kids Boys Solid White Jackets,,13241.jpg,http://assets.myntassets.com/v1/images/style/properties/5da23ec8638584a1576b3cd09318390a_images.jpg
54586,Women,Apparel,Topwear,Kurtas,Green,Summer,2012,Ethnic,Sushilas Women Printed Green Kurta,,54586.jpg,http://assets.myntassets.com/v1/images/style/properties/Sushilas-Women-Printed-Green-Kurta_758e45b2970842513efaae8fdd8a4581_images.jpg
27074,Women,Footwear,Shoes,Flats,Blue,Winter,2015,Casual,Catwalk Women Blue Casual Flats,,27074.jpg,http://assets.myntassets.com/v1/images/style/properties/1dbabb93c7e0219a6ef095bb9317990b_images.jpg
2616,Women,Footwear,Shoes,Flats,Gold,Fall,2010,Sports,Carlton London Women Gold Wedge Sandal,,2616.jpg,http://assets.myntassets.com/v1/images/style/properties/9dc47ec74ce6e5a62d67cbcdbd89898d_images.jpg
43531,Women,Apparel,Topwear,Tops,Off White,Summer,2012,Casual,French Connection Women Off White Top,,43531.jpg,http://assets.myntassets.com/v1/images/style/properties/b8ce32e91586eb7d256b5da18a8fb5db_images.jpg
46271,Women,Apparel,Dress,Dresses,Blue,Summer,2012,Casual,109F Blue A-Line Dress,,46271.jpg,http://assets.myntassets.com/v1/images/style/properties/54bf106056279c1e825094366347668d_images.jpg
35783,Women,Footwear,Shoes,Heels,Turquoise Blue,Summer,2012,Casual,Enroute Women Turquoise Blue Flats,,35783.jpg,http://assets.myntassets.com/v1/images/style/properties/4a41f184d3e88f812dc257f20d9e4846_images.jpg
7156,Men,Apparel,Topwear,Shirts,Black,Fall,2011,Casual,Scullers Men Black Check Shirt,,7156.jpg,http://assets.myntassets.com/v1/images/style/properties/c9748ec8d7ce34ecbc57c1a0e3cc28cd_images.jpg
22734,Women,Footwear,Shoes,Sports Shoes,Grey,Fall,2011,Sports,Nike Women Grey Lunarglide +3 Sports Shoes,,22734.jpg,http://assets.myntassets.com/v1/images/style/properties/a76c2bf247061dd389cf6ce4d8212dae_images.jpg
8922,Men,Accessories,Belts,Belts,White,Fall,2011,Casual,Puma Men Cat White Belt,,8922.jpg,http://assets.myntassets.com/v1/images/style/properties/9b2e2a73312762930014e7478aead669_images.jpg
16501,Men,Apparel,Topwear,Tshirts,Brown,Fall,2011,Casual,Locomotive Men Printed Brown TShirt,,16501.jpg,http://assets.myntassets.com/v1/images/style/properties/e8c71bfe20e87920a41403a43c447452_images.jpg
50314,Men,Accessories,Ties,Ties,Brown,Summer,2012,Formal,Park Avenue Men Brown Tie,,50314.jpg,http://assets.myntassets.com/v1/images/style/properties/d0f66b9950ee0f818f8903b92f627daa_images.jpg
34651,Women,Footwear,Shoes,Sports Shoes,Black,Fall,2012,Sports,Fila Women Top Fuel Black Sports Shoes,,34651.jpg,http://assets.myntassets.com/v1/images/style/properties/36a0eb09cbb983a3b0b1102e24e36391_images.jpg
6084,Men,Apparel,Topwear,Tshirts,White,Summer,2011,Casual,UCB Men's Johny Collar With Two Tone White T-shirt,,6084.jpg,http://assets.myntassets.com/v1/images/style/properties/ae3130f6a3d40667cf47cccab2431f97_images.jpg
19549,Men,Apparel,Topwear,Sweatshirts,Grey,Fall,2011,Casual,United Colors of Benetton Men Solid Grey Sweatshirt,,19549.jpg,http://assets.myntassets.com/v1/images/style/properties/88f26429910914fd8b5e15bce04d6e5f_images.jpg
49239,Men,Accessories,Headwear,Caps,White,Fall,2012,Casual,Arrow Men White Cap,,49239.jpg,http://assets.myntassets.com/v1/images/style/properties/Arrow-Men-White-Cap_aca68ecf9108eb2ee6c6d7d9dc02042a_images.jpg
31323,Women,Apparel,Topwear,Kurtas,White,Summer,2012,Ethnic,Aurelia Women Printed Red Kurta,,31323.jpg,http://assets.myntassets.com/v1/images/style/properties/a2cce2bf1bf63a510e07a50022f9d2da_images.jpg
43703,Women,Accessories,Jewellery,Jewellery Set,Red,Summer,2012,Casual,Royal Diadem Red Earring & Pendant Set,,43703.jpg,http://assets.myntassets.com/v1/images/style/properties/9733239e50df24fc8fe9f8b515b72e26_images.jpg
13073,Men,Footwear,Shoes,Casual Shoes,White,Fall,2012,Casual,Numero Uno Men White Shoes,,13073.jpg,http://assets.myntassets.com/v1/images/style/properties/26e93a4246e479e84c16a0ae547d2158_images.jpg
57131,Women,Apparel,Topwear,Tops,Teal,Summer,2012,Casual,Elle Women Teal Top,,57131.jpg,http://assets.myntassets.com/v1/images/style/properties/Elle-Women-Olive-Blue-Top_cd646ee8c25d177b2b5e22791bca5ca8_images.jpg
40186,Women,Apparel,Topwear,Kurtis,Black,Summer,2012,Ethnic,Mumbai Slang Women Pink & Black Kurti,,40186.jpg,http://assets.myntassets.com/v1/images/style/properties/08a4b6bd0ce8b50667afaaded56c4717_images.jpg
58945,Women,Personal Care,Fragrance,Perfume and Body Mist,White,Spring,2017,Casual,Taylor of London Women White Satin Perfume,,58945.jpg,http://assets.myntassets.com/v1/images/style/properties/Taylor-of-London-Women-White-Satin-Perfume_2b376d047c836c579b43732bdb4281f0_images.jpg
33474,Women,Accessories,Belts,Belts,Blue,Summer,2012,Casual,Baggit Women Chotu Dum Blue Belt,,33474.jpg,http://assets.myntassets.com/v1/images/style/properties/7cafa50ded6d7488ffad4f542e03ac10_images.jpg
59897,Women,Apparel,Dress,Dresses,Yellow,Fall,2012,Casual,Femella Women Yellow Dress,,59897.jpg,http://assets.myntassets.com/v1/images/style/properties/Femella-Women-Yellow-Dress_3d227e50c7848fd7a20a306189f9039b_images.jpg
11724,Women,Apparel,Topwear,Shirts,Red,Fall,2011,Casual,Lee Women Check Red Shirts,,11724.jpg,http://assets.myntassets.com/v1/images/style/properties/aa51b226cd0482361144698b06bb2ada_images.jpg
5601,Men,Footwear,Flip Flops,Flip Flops,Brown,Summer,2011,Casual,Nike Men's Splash Thong Yellow Black Flip Flop,,5601.jpg,http://assets.myntassets.com/v1/images/style/properties/31cec799c74c62b9785cc809953ae766_images.jpg
20063,Women,Accessories,Mufflers,Mufflers,Black,Fall,2011,Casual,United Colors Of Benetton Women Black Muffler,,20063.jpg,http://assets.myntassets.com/v1/images/style/properties/ced627e0f9bf6a7499a80f9bb4d6957b_images.jpg
53591,Men,Free Items,Free Gifts,Free Gifts,White,Winter,2016,Casual,Q&Q Men White Dial Watch,,53591.jpg,http://assets.myntassets.com/v1/images/style/properties/Q-Q-Men-White-Dial-Watch_c1f108a09b69a5333dadd64b8ac5f0eb_images.jpg
58179,Women,Accessories,Bags,Handbags,Blue,Summer,2012,Casual,Rocky S Women Blue Handbag,,58179.jpg,http://assets.myntassets.com/v1/images/style/properties/Rocky-S-Women-Navy-Blue-Handbag_4cf929ebebb81d77fd9698020b8a2cc5_images.jpg
39972,Men,Footwear,Shoes,Casual Shoes,Grey,Summer,2013,Casual,GAS Men Grey Campus Casual Shoes,,39972.jpg,http://assets.myntassets.com/v1/images/style/properties/GAS-Men-Casual-Shoes_b877c388a1212f0886ad1cb52e5c03fb_images.jpg
15384,Men,Footwear,Flip Flops,Flip Flops,Black,Summer,2013,Casual,Filac Men Hawai Black Slippers,,15384.jpg,http://assets.myntassets.com/v1/images/style/properties/16166d165fed7105e5d1ac7c060703c7_images.jpg
52443,Women,Apparel,Loungewear and Nightwear,Nightdress,Green,Winter,2015,Casual,Red Rose White & Green Nightdress,,52443.jpg,http://assets.myntassets.com/v1/images/style/properties/Red-Rose-White---Green-Nightdress_b9ade01f805fa761f709eda9a04965b9_images.jpg
41868,Men,Footwear,Sandal,Sandals,Turquoise Blue,Summer,2015,Casual,Estd. 1977 Men Turquoise Blue Sandals,,41868.jpg,http://assets.myntassets.com/v1/images/style/properties/c6ee9c292ad6c05a9f0df2cf33de7dd7_images.jpg
36106,Men,Accessories,Wallets,Wallets,Black,Summer,2012,Casual,OTLS Men Laurel Black Wallet,,36106.jpg,http://assets.myntassets.com/v1/images/style/properties/849742ec275dd64e43469d1a11f20b1a_images.jpg
23282,Men,Accessories,Watches,Watches,Off White,Winter,2016,Casual,Maxima Men Off White Dial Watch,,23282.jpg,http://assets.myntassets.com/v1/images/style/properties/Maxima-Ssteele-Men-White-Watch00a0ea09f05c09b0d673ed509315d31c_images.jpg
34235,Men,Apparel,Topwear,Tshirts,Cream,Summer,2013,Casual,Proline Men Cream-Coloured Polo T-Shirt,,34235.jpg,http://assets.myntassets.com/v1/images/style/properties/01e1973738e23caaedbf176245af553f_images.jpg
46615,Women,Footwear,Shoes,Heels,Red,Winter,2012,Casual,Catwalk Women Red Flats,,46615.jpg,http://assets.myntassets.com/v1/images/style/properties/8c496e85f70eeb3c63e5a68fb1500f55_images.jpg
19911,Unisex,Accessories,Bags,Messenger Bag,Grey,Winter,2015,Casual,Wildcraft Unisex Grey Printed Messenger Bag,,19911.jpg,http://assets.myntassets.com/v1/images/style/properties/Wildcraft-Unisex-Outdoor-Jinx-Grey-Bag_4676a6bac7ccdde9216aa50c23cc4295_images.jpg
7532,Men,Apparel,Topwear,Tshirts,Blue,Summer,2011,Sports,Nike Men's Encourage Blue T-shirt,,7532.jpg,http://assets.myntassets.com/v1/images/style/properties/057cfed92083e985d6dfc6fde95f6299_images.jpg
22350,Men,Apparel,Topwear,Shirts,Blue,Fall,2011,Casual,John Players Men Check Blue Shirt,,22350.jpg,http://assets.myntassets.com/v1/images/style/properties/246ce1a949142a850ad580a014831782_images.jpg
16165,Men,Footwear,Shoes,Casual Shoes,Tan,Fall,2011,Casual,Enroute Men Leather Brown Casual Shoes,,16165.jpg,http://assets.myntassets.com/v1/images/style/properties/b3ead7db8f3572f146a7d807742b9f43_images.jpg
2040,Men,Apparel,Topwear,Tshirts,White,Fall,2010,Casual,ADIDAS Mens Fire White Polo T-shirt,,2040.jpg,http://assets.myntassets.com/v1/images/style/properties/6e2f96d8c460a9c1434e610f7cb6db85_images.jpg
30695,Women,Footwear,Shoes,Flats,Bronze,Winter,2012,Casual,Catwalk Women Bronze toned Sandals,,30695.jpg,http://assets.myntassets.com/v1/images/style/properties/Catwalk-Women-Casual-Brown-Sandals_59455438ca287eef7a3bffc3ee185dae_images.jpg
43367,Women,Footwear,Shoes,Flats,Black,Summer,2012,Casual,Reebok Women Black Casual Shoes,,43367.jpg,http://assets.myntassets.com/v1/images/style/properties/a15c48c3e83270df6c47a1f3bc40481b_images.jpg
13417,Men,Apparel,Topwear,Shirts,Blue,Summer,2011,Casual,United Colors of Benetton Men Solid Blue Shirts,,13417.jpg,http://assets.myntassets.com/v1/images/style/properties/1e59e6b2262a10894b5a829ca4a8441b_images.jpg
27622,Men,Apparel,Bottomwear,Trousers,Grey,Summer,2012,Casual,Scullers Men Grey Trousers,,27622.jpg,http://assets.myntassets.com/v1/images/style/properties/79ab8e426bec027b33c9e2ccac1096f1_images.jpg
55202,Women,Personal Care,Lips,Lip Care,Pink,Spring,2017,Casual,Lakme Lip Love Hottie Lip Conditioner,,55202.jpg,http://assets.myntassets.com/assets/images/55202/2018/3/9/11520594836884-Lakme-Lip-Love-Hottie-Lip-Conditioner-511520594836863-1.jpg
3192,Men,Apparel,Topwear,Tshirts,Black,Summer,2011,Casual,Tantra Men's Prism Black T-shirt,,3192.jpg,http://assets.myntassets.com/v1/images/style/properties/395338ce9a4515b36e7b8c4a9c80546e_images.jpg
16959,Women,Accessories,Eyewear,Sunglasses,Brown,Winter,2016,Casual,Image Women Classic Eyewear Brown Sunglasses,,16959.jpg,http://assets.myntassets.com/v1/images/style/properties/Image-Women-Classic-Eyewear-Brown-Sunglasses0c783ed9ff99d9e979cd2691a80fbda2_images.jpg
11340,Men,Apparel,Bottomwear,Jeans,Blue,Summer,2017,Casual,Lee Men Blue Chicago Fit Jeans,,11340.jpg,http://assets.myntassets.com/v1/images/style/properties/Lee-Men-Blue-Chicago-Fit-Jeans_856f3829ad838d43c45db753f5479abd_images.jpg
25175,Women,Accessories,Bags,Handbags,Red,Winter,2015,Casual,Lino Perros Women Red and Grey Handbag,,25175.jpg,http://assets.myntassets.com/v1/images/style/properties/Lino-Perros-Women-Red-and-Grey-Handbagf5ea0760a0dbbb9a5e17c24aeacf70ba_images.jpg
10292,Women,Footwear,Shoes,Heels,Brown,Summer,2015,Casual,Clarks Women Brown Leather Heels,,10292.jpg,http://assets.myntassets.com/v1/images/style/properties/Clarks-Women-Dolphin-Splash-Leather-Silver-Sandals_e55a6fa02cca3f6b6f3fa750619911d4_images.jpg
57555,Women,Personal Care,Lips,Lipstick,Pink,Spring,2017,NA,Lotus Herbals SPF-10 Tulip Love Lipstick 417,,57555.jpg,http://assets.myntassets.com/v1/images/style/properties/Lotus-Herbals-SPF-10-Tulip-Love-Lipstick-417_2ac58db59be96dc1ad1241be06c8bc01_images.jpg
52027,Unisex,Apparel,Topwear,Rain Jacket,Navy Blue,Summer,2012,NA,Just Natural Unisex Navy Blue Rain Jacket,,52027.jpg,http://assets.myntassets.com/v1/images/style/properties/c81654aaf3e8650d5c6a99e99e4b5a31_images.jpg
36562,Men,Apparel,Topwear,Tshirts,White,Summer,2012,Casual,Jack & Jones Men Dino White T-shirt,,36562.jpg,http://assets.myntassets.com/v1/images/style/properties/101d946073e86e8d42167719bab88431_images.jpg
25949,Women,Accessories,Scarves,Scarves,Brown,Summer,2012,Casual,Femella Women Printed Brown Scarf,,25949.jpg,http://assets.myntassets.com/v1/images/style/properties/50d3500215aaa4bc0ecb0e73210164ac_images.jpg
44142,Men,Personal Care,Fragrance,Perfume and Body Mist,Green,Spring,2017,Casual,dunhill Men Fresh Perfume,,44142.jpg,http://assets.myntassets.com/v1/images/style/properties/6c699af50a17c1f8a53d15430aab37a9_images.jpg
5265,Unisex,Accessories,Bags,Messenger Bag,Black,Winter,2015,Casual,Wildcraft Unisex Black & Red Messenger Bag,,5265.jpg,http://assets.myntassets.com/v1/images/style/properties/7469a0472f0e65203b2592bf320f6ca8_images.jpg
14632,Men,Accessories,Mufflers,Mufflers,Green,Fall,2011,Casual,United Colors of Benetton Men Solid Green Mufflers,,14632.jpg,http://assets.myntassets.com/v1/images/style/properties/1c8e6ac033e34bf7c7d3982eb7f600aa_images.jpg
11172,Men,Apparel,Topwear,Sweaters,Red,Fall,2011,Casual,Scullers Men Stripes Red Sweaters,,11172.jpg,http://assets.myntassets.com/v1/images/style/properties/828535680403d13467099717c3de65e6_images.jpg
25347,Men,Apparel,Innerwear,Briefs,White,Summer,2016,Casual,Levi's Men White Brief,,25347.jpg,http://assets.myntassets.com/v1/images/style/properties/43c774b6529da5b6629cb54cd3d7d772_images.jpg
39718,Women,Apparel,Topwear,Tops,Beige,Summer,2012,Casual,Arrow Woman Beige Top,,39718.jpg,http://assets.myntassets.com/v1/images/style/properties/7c0191d27f3ddd42d63da600b164f551_images.jpg
41602,Men,Apparel,Topwear,Shirts,Navy Blue,Summer,2012,Casual,Basics Men Navy Shirt,,41602.jpg,http://assets.myntassets.com/v1/images/style/properties/0d64b8d2f706987c853a3f223705c91a_images.jpg
33222,Women,Apparel,Topwear,Tunics,Brown,Summer,2012,Casual,Sepia Women Brown Tunic,,33222.jpg,http://assets.myntassets.com/v1/images/style/properties/70bd637a60298d4ba5b448841f21858a_images.jpg
24295,Men,Accessories,Socks,Socks,Black,Summer,2016,Casual,Quiksilver Men Black Socks,,24295.jpg,http://assets.myntassets.com/v1/images/style/properties/Quiksilver-Men-Black-Socksaba098a8187f845c6912e90b5d7bca29_images.jpg
57767,Women,Personal Care,Skin,Face Moisturisers,White,Spring,2017,NA,Lotus Herbals Whiteglow Yogurt Skin Whitening & Brightening Face Masque 80 g,,57767.jpg,http://assets.myntassets.com/v1/images/style/properties/Lotus-Herbals-Whiteglow-Skin-Whitening---Brightening-Masque_f74fe710ac627cda099dc0ed533bea68_images.jpg
36750,Girls,Apparel,Dress,Dresses,Navy Blue,Summer,2012,Casual,Little Miss Girls Chatterbox Navy Blue Dress,,36750.jpg,http://assets.myntassets.com/v1/images/style/properties/0d3b2725d327a275c52c6f999e3982eb_images.jpg
37682,Unisex,Accessories,Bags,Backpacks,Black,Summer,2012,Casual,American Tourister Unisex Black Backpack,,37682.jpg,http://assets.myntassets.com/v1/images/style/properties/d31f6013e972ceea6d6e3b234bad5bc4_images.jpg
34007,Girls,Apparel,Topwear,Tops,Pink,Summer,2012,Casual,Gini and Jony Girls Pink Top,,34007.jpg,http://assets.myntassets.com/v1/images/style/properties/6e0a7cc4e1d472f99d820275fe5f7679_images.jpg
50542,Men,Apparel,Innerwear,Briefs,Red,Summer,2016,Casual,Chromozome Men Red Briefs,,50542.jpg,http://assets.myntassets.com/v1/images/style/properties/d1e1def60617f1be6db22f46ceb4f02f_images.jpg
17285,Men,Apparel,Topwear,Tshirts,Black,Fall,2011,Casual,U.S. Polo Assn. Men Solid Black polo Tshirt,,17285.jpg,http://assets.myntassets.com/v1/images/style/properties/55878488c3dc46bc4407a383fea649ba_images.jpg
43969,Women,Personal Care,Fragrance,Perfume and Body Mist,Black,Spring,2017,Casual,DKNY Women Delicious Night Perfume,,43969.jpg,http://assets.myntassets.com/v1/images/style/properties/ff21c637f3896c771120bfb584e892e8_images.jpg
28458,Women,Apparel,Bottomwear,Capris,Blue,Summer,2012,Sports,Urban Yoga Women Blue Capris,,28458.jpg,http://assets.myntassets.com/v1/images/style/properties/2602e7d55d1b5f690c7baedfbc98a219_images.jpg
22162,Men,Footwear,Shoes,Casual Shoes,Black,Summer,2011,Casual,Timberland Men Black Casual Shoes,,22162.jpg,http://assets.myntassets.com/v1/images/style/properties/5863961b3510970c2e31d466af69b32b_images.jpg
16357,Men,Apparel,Topwear,Shirts,Blue,Fall,2011,Formal,Peter England Men Stripes Blue Shirt,,16357.jpg,http://assets.myntassets.com/v1/images/style/properties/0dd6ba06c25eebe46eb03ce2761a28d0_images.jpg
46427,Men,Accessories,Watches,Watches,Black,Winter,2016,Casual,Timex Men Black Dial Watch,,46427.jpg,http://assets.myntassets.com/v1/image/style/properties/46427/Timex-Men-Black-Dial-Watch_1_321fd855dc392831a8d6ec2cb66480b5.jpg
7700,Women,Apparel,Topwear,Tops,Pink,Fall,2011,Casual,Jealous 21 Women's All Girls Dying Jealousy Pink Top,,7700.jpg,http://assets.myntassets.com/v1/images/style/properties/fabf230ba43bdd949ef5b6f97c1d7bcf_images.jpg
27410,Women,Apparel,Loungewear and Nightwear,Lounge Pants,Multi,Summer,2018,Casual,Jockey Women Assorted Lounge Pants,,27410.jpg,http://assets.myntassets.com/assets/images/27410/2017/5/19/11495196866345-Jockey-Women-Black-Lounge-Pants-3791495196865830-1.jpg
2272,Men,Apparel,Topwear,Tshirts,Blue,Fall,2010,Sports,Nike Mens Blue Polo T-shirt,,2272.jpg,http://assets.myntassets.com/v1/images/style/properties/eaa9d93a50dc42462c0a04f1ee91e902_images.jpg
43155,Women,Accessories,Watches,Watches,Black,Winter,2016,Casual,Fastrack Women Black Dial Watch,,43155.jpg,http://assets.myntassets.com/v1/images/style/properties/ff21386b92beb15aa045f876229a93ca_images.jpg
42087,Men,Footwear,Shoes,Sports Shoes,White,Summer,2012,Sports,ADIDAS Men White Aztek Shoes,,42087.jpg,http://assets.myntassets.com/v1/images/style/properties/37fafc79943235067c410fe05217e8d3_images.jpg
8748,Men,Apparel,Topwear,Shirts,Orange,Fall,2011,Casual,Indigo Nation Men Plain Orange Shirts,,8748.jpg,http://assets.myntassets.com/v1/images/style/properties/13c635046e4e8b95b9212531166af8a4_images.jpg
55030,Women,Personal Care,Lips,Lipstick,Red,Spring,2017,Casual,Lakme Absolute Matte Milan Red Lipstick 48,,55030.jpg,http://assets.myntassets.com/v1/images/style/properties/Lakme-Absolute-Matte-Milan-Red-Lipstick-48_5f1e1f73197b7e9b11428797854762bb_images.jpg
17043,Men,Footwear,Shoes,Casual Shoes,Black,Summer,2013,Casual,Gas Men Skate 003 Casual Shoe,,17043.jpg,http://assets.myntassets.com/v1/images/style/properties/525f30ac2bcf55f1da135dcc70a1c296_images.jpg
50784,Women,Footwear,Shoes,Heels,Cream,Fall,2013,Casual,Clarks Women Cream Coloured Onslow Beat Leather Wedges,,50784.jpg,http://assets.myntassets.com/v1/images/style/properties/Clarks-Women-Cream-Coloured-Onslow-Beat-Leather-Wedges_d54ef67b1f4c7d4098230de69bc07b16_images.jpg
2888,Women,Footwear,Shoes,Heels,Brown,Winter,2015,Casual,Catwalk Women Wedding Heeled Bronze Heels,,2888.jpg,http://assets.myntassets.com/v1/images/style/properties/099e8242ba7479b2eca56824293bbfb2_images.jpg
23276,Men,Accessories,Watches,Watches,Black,Winter,2016,Casual,Maxima Ssteele Men Black Watch,,23276.jpg,http://assets.myntassets.com/v1/images/style/properties/Maxima-Ssteele-Men-Black-Watchd181fc8f59baedd6809298d2ab24b04e_images.jpg
6414,Men,Footwear,Flip Flops,Flip Flops,Grey,Summer,2011,Casual,Lotto Men's Thong Blue White Flip Flop,,6414.jpg,http://assets.myntassets.com/v1/images/style/properties/b2f98fd8aeb72ad2dd8b76cd7468bc55_images.jpg
18837,Men,Accessories,Belts,Belts,Brown,Summer,2011,Formal,Peter England Men Formal Brown Belt,,18837.jpg,http://assets.myntassets.com/v1/images/style/properties/8a3eec8f2f75243d5a3cc9913d72160b_images.jpg
35313,Women,Accessories,Jewellery,Earrings,Silver,Winter,2016,Ethnic,Fabindia Women Anusuya Silver Earrings,,35313.jpg,http://assets.myntassets.com/v1/images/style/properties/5ee4cbb5ba455589fad45bd33fb24914_images.jpg
51656,Men,Accessories,Watches,Watches,Black,Winter,2016,Casual,Fossil Men Black Dial Chronograph Watch CH2737,,51656.jpg,http://assets.myntassets.com/v1/images/style/properties/75d5c3d2cc8fa481623002c9ca350ab7_images.jpg
16191,Men,Apparel,Topwear,Tshirts,White,Fall,2011,Casual,Puma Men Graphic White TShirt,,16191.jpg,http://assets.myntassets.com/v1/images/style/properties/9a3d773e0dfe93df5b2109c512b3f7b1_images.jpg
30661,Men,Accessories,Eyewear,Sunglasses,Black,Winter,2016,Casual,Park Avenue Men Black Sunglasses,,30661.jpg,http://assets.myntassets.com/v1/images/style/properties/cbd13ec681d0898d4a6e43402c05f2b9_images.jpg
43393,Men,Accessories,Wallets,Wallets,Brown,Summer,2012,Casual,Lino Perros Men Brown Wallet,,43393.jpg,http://assets.myntassets.com/v1/images/style/properties/29c15deaf99c9a3a6a4e9aaa583a179b_images.jpg
26704,Men,Footwear,Shoes,Sports Shoes,White,Fall,2011,Sports,Nike Men White T-Lite 9 SL Shoes,,26704.jpg,http://assets.myntassets.com/v1/images/style/properties/c0a8afcb96adb60a55fcb4748bd21364_images.jpg
12531,Women,Apparel,Topwear,Sweatshirts,Pink,Fall,2011,Casual,Puma Women Solid Pink Sweatshirts,,12531.jpg,http://assets.myntassets.com/v1/images/style/properties/7c6e7824bf89b87b28d1e400d6483590_images.jpg
42241,Women,Apparel,Topwear,Tops,Purple,Summer,2012,Casual,Sepia Women Purple Top,,42241.jpg,http://assets.myntassets.com/v1/images/style/properties/0c065355d66e08df89726a61a839a248_images.jpg
56473,Women,Personal Care,Nails,Nail Polish,Purple,Spring,2017,Casual,Streetwear Grape Shimmer Nail Polish 41,,56473.jpg,http://assets.myntassets.com/v1/images/style/properties/Streetwear-Grape-Shimmer-Nail-Polish-41_71c69c1dcc449035a7325aa960060466_images.jpg
25181,Women,Accessories,Bags,Handbags,Brown,Winter,2015,Casual,Lino Perros Women Leatherite Brown Handbag,,25181.jpg,http://assets.myntassets.com/v1/images/style/properties/Lino-Perros-Women-Leatherite-Brown-Handbag73bdaddb7f8433001c35385c2237060f_images.jpg
24053,Men,Apparel,Topwear,Tshirts,Charcoal,Fall,2011,Casual,Locomotive Men Printed Charcoal T-shirt,,24053.jpg,http://assets.myntassets.com/v1/images/style/properties/4eb872956e1b8d1387fe0f454a4bec7f_images.jpg
10266,Men,Footwear,Shoes,Casual Shoes,Brown,Fall,2011,Casual,Clarks Men Goto Hi Cola Suede Brown Shoes,,10266.jpg,http://assets.myntassets.com/v1/images/style/properties/4269a355e474308b6e0f174cf6a9f6f0_images.jpg
40516,Men,Accessories,Watches,Watches,White,Winter,2016,Casual,Titan Men White Dial Watch,,40516.jpg,http://assets.myntassets.com/v1/images/style/properties/784c5fc69221fa797570f1a3602c5bc3_images.jpg
15714,Men,Footwear,Shoes,Sports Shoes,Black,Fall,2011,Sports,Nike Men Free Run+ 2 Black Sports Shoes,,15714.jpg,http://assets.myntassets.com/v1/images/style/properties/45e5d30d4486c3569cb89dab80ed0c66_images.jpg
21521,Women,Accessories,Bags,Handbags,Pink,Winter,2015,Casual,Kiara Women Rose Pink Handbag,,21521.jpg,http://assets.myntassets.com/v1/images/style/properties/445fcfca58cd02edab12ea78d4e561fd_images.jpg
4343,Men,Footwear,Shoes,Casual Shoes,Red,Summer,2011,Casual,Fila Men Leonard Red Shoes,,4343.jpg,http://assets.myntassets.com/v1/images/style/properties/6c47906c4ede8ac1c9142bdba8e6fd63_images.jpg
